Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	QVAR [LSB]	
30685757	-209	2186	-7751	-25.498	266.692	-945.622	-4	1	1	-0.560	0.140	0.140	-342	23.664	264	
30686761	-208	2199	-7770	-25.376	268.278	-947.940	-4	2	3	-0.560	0.280	0.420	-342	23.664	236	
30687765	-216	2212	-7783	-26.352	269.864	-949.526	-4	1	3	-0.560	0.140	0.420	-342	23.664	236	
30688768	-209	2214	-7785	-25.498	270.108	-949.770	-5	1	1	-0.700	0.140	0.140	-342	23.664	236	
30689771	-208	2198	-7784	-25.376	268.156	-949.648	-4	1	2	-0.560	0.140	0.280	-342	23.664	236	
30690775	-207	2208	-7791	-25.254	269.376	-950.502	-3	3	3	-0.420	0.420	0.420	-342	23.664	284	
30691778	-207	2206	-7771	-25.254	269.132	-948.062	-5	2	2	-0.700	0.280	0.280	-342	23.664	284	
30692781	-214	2211	-7786	-26.108	269.742	-949.892	-3	2	2	-0.420	0.280	0.280	-342	23.664	284	
30693785	-206	2220	-7788	-25.132	270.840	-950.136	-3	3	1	-0.420	0.420	0.140	-342	23.664	284	
30694789	-208	2216	-7794	-25.376	270.352	-950.868	-3	2	3	-0.420	0.280	0.420	-342	23.664	272	
30695792	-204	2223	-7790	-24.888	271.206	-950.380	-4	3	3	-0.560	0.420	0.420	-342	23.664	272	
30696795	-200	2224	-7766	-24.400	271.328	-947.452	-5	2	3	-0.700	0.280	0.420	-342	23.664	272	
30697799	-217	2203	-7781	-26.474	268.766	-949.282	-3	2	2	-0.420	0.280	0.280	-342	23.664	272	
30698803	-195	2227	-7779	-23.790	271.694	-949.038	-3	3	3	-0.420	0.420	0.420	-342	23.664	316	
30699806	-202	2231	-7770	-24.644	272.182	-947.940	-3	4	2	-0.420	0.560	0.280	-342	23.664	316	
30700810	-223	2214	-7778	-27.206	270.108	-948.916	-3	3	2	-0.420	0.420	0.280	-347	23.645	316	
30701814	-209	2249	-7789	-25.498	274.378	-950.258	-3	4	3	-0.420	0.560	0.420	-347	23.645	316	
30702817	-205	2227	-7783	-25.010	271.694	-949.526	-1	4	3	-0.140	0.560	0.420	-347	23.645	300	
30703820	-203	2220	-7786	-24.766	270.840	-949.892	-1	2	4	-0.140	0.280	0.560	-347	23.645	300	
30704824	-203	2222	-7772	-24.766	271.084	-948.184	-1	2	3	-0.140	0.280	0.420	-347	23.645	300	
30705828	-209	2214	-7768	-25.498	270.108	-947.696	-2	2	2	-0.280	0.280	0.280	-347	23.645	300	
30706831	-215	2226	-7758	-26.230	271.572	-946.476	-2	2	2	-0.280	0.280	0.280	-347	23.645	272	
30707835	-182	2218	-7780	-22.204	270.596	-949.160	-3	4	4	-0.420	0.560	0.560	-347	23.645	272	
30708839	-194	2211	-7780	-23.668	269.742	-949.160	-2	3	3	-0.280	0.420	0.420	-347	23.645	272	
30709842	-202	2227	-7785	-24.644	271.694	-949.770	-1	4	3	-0.140	0.560	0.420	-347	23.645	272	
30710845	-202	2200	-7781	-24.644	268.400	-949.282	-2	6	2	-0.280	0.840	0.280	-347	23.645	244	
30711849	-208	2225	-7775	-25.376	271.450	-948.550	-2	5	2	-0.280	0.700	0.280	-347	23.645	244	
30712853	-210	2222	-7794	-25.620	271.084	-950.868	-1	4	3	-0.140	0.560	0.420	-347	23.645	244	
30713856	-192	2216	-7775	-23.424	270.352	-948.550	-1	2	2	-0.140	0.280	0.280	-347	23.645	244	
30714859	-228	2197	-7791	-27.816	268.034	-950.502	-1	4	3	-0.140	0.560	0.420	-347	23.645	224	
30715863	-221	2217	-7773	-26.962	270.474	-948.306	-2	4	3	-0.280	0.560	0.420	-347	23.645	224	
30716866	-197	2205	-7774	-24.034	269.010	-948.428	0	3	3	0.000	0.420	0.420	-347	23.645	224	
30717869	-201	2204	-7793	-24.522	268.888	-950.746	-2	3	3	-0.280	0.420	0.420	-347	23.645	224	
30718873	-209	2187	-7770	-25.498	266.814	-947.940	0	4	3	0.000	0.560	0.420	-347	23.645	272	
30719877	-202	2188	-7780	-24.644	266.936	-949.160	-1	4	3	-0.140	0.560	0.420	-347	23.645	272	
30720880	-207	2199	-7797	-25.254	268.278	-951.234	0	2	3	0.000	0.280	0.420	-347	23.645	272	
30721883	-199	2196	-7772	-24.278	267.912	-948.184	-1	3	5	-0.140	0.420	0.700	-347	23.645	272	
30722887	-194	2192	-7778	-23.668	267.424	-948.916	-2	3	5	-0.280	0.420	0.700	-347	23.645	276	
30723890	-220	2213	-7789	-26.840	269.986	-950.258	0	5	4	0.000	0.700	0.560	-347	23.645	276	
30724893	-211	2198	-7783	-25.742	268.156	-949.526	-1	3	4	-0.140	0.420	0.560	-347	23.645	276	
30725897	-211	2186	-7775	-25.742	266.692	-948.550	-2	3	4	-0.280	0.420	0.560	-347	23.645	276	
30726901	-222	2205	-7772	-27.084	269.010	-948.184	-1	4	4	-0.140	0.560	0.560	-347	23.645	276	
30727904	-206	2204	-7805	-25.132	268.888	-952.210	-1	4	4	-0.140	0.560	0.560	-347	23.645	276	
30728907	-224	2188	-7763	-27.328	266.936	-947.086	0	5	5	0.000	0.700	0.700	-347	23.645	276	
30729911	-235	2203	-7775	-28.670	268.766	-948.550	-1	6	5	-0.140	0.840	0.700	-347	23.645	276	
30730914	-234	2191	-7780	-28.548	267.302	-949.160	0	5	6	0.000	0.700	0.840	-347	23.645	308	
30731917	-214	2174	-7788	-26.108	265.228	-950.136	-3	4	6	-0.420	0.560	0.840	-347	23.645	308	
30732920	-221	2171	-7756	-26.962	264.862	-946.232	-1	4	6	-0.140	0.560	0.840	-351	23.629	308	
30733924	-242	2172	-7753	-29.524	264.984	-945.866	-1	3	5	-0.140	0.420	0.700	-351	23.629	308	
30734927	-233	2178	-7762	-28.426	265.716	-946.964	-1	4	6	-0.140	0.560	0.840	-351	23.629	232	
30735930	-223	2182	-7774	-27.206	266.204	-948.428	-1	6	6	-0.140	0.840	0.840	-351	23.629	232	
30736934	-223	2187	-7774	-27.206	266.814	-948.428	-2	5	8	-0.280	0.700	1.120	-351	23.629	232	
30737938	-218	2166	-7780	-26.596	264.252	-949.160	-1	4	7	-0.140	0.560	0.980	-351	23.629	232	
30738941	-221	2155	-7770	-26.962	262.910	-947.940	-2	5	6	-0.280	0.700	0.840	-351	23.629	252	
30739945	-219	2179	-7766	-26.718	265.838	-947.452	-3	5	7	-0.420	0.700	0.980	-351	23.629	252	
30740949	-215	2183	-7753	-26.230	266.326	-945.866	-4	7	6	-0.560	0.980	0.840	-351	23.629	252	
30741952	-215	2186	-7748	-26.230	266.692	-945.256	-3	5	8	-0.420	0.700	1.120	-351	23.629	252	
30742955	-234	2167	-7743	-28.548	264.374	-944.646	-4	5	8	-0.560	0.700	1.120	-351	23.629	244	
30743959	-185	2184	-7749	-22.570	266.448	-945.378	-4	6	7	-0.560	0.840	0.980	-351	23.629	244	
30744963	-208	2192	-7772	-25.376	267.424	-948.184	-3	6	7	-0.420	0.840	0.980	-351	23.629	244	
30745966	-210	2201	-7784	-25.620	268.522	-949.648	-3	9	6	-0.420	1.260	0.840	-351	23.629	244	
30746969	-212	2202	-7765	-25.864	268.644	-947.330	-5	7	7	-0.700	0.980	0.980	-351	23.629	232	
30747973	-197	2203	-7782	-24.034	268.766	-949.404	-4	7	7	-0.560	0.980	0.980	-351	23.629	232	
30748976	-201	2187	-7776	-24.522	266.814	-948.672	-4	5	8	-0.560	0.700	1.120	-347	23.645	232	
30749979	-192	2222	-7784	-23.424	271.084	-949.648	-4	5	8	-0.560	0.700	1.120	-347	23.645	232	
30750983	-198	2212	-7788	-24.156	269.864	-950.136	-4	7	8	-0.560	0.980	1.120	-347	23.645	240	
30751987	-197	2206	-7777	-24.034	269.132	-948.794	-4	8	8	-0.560	1.120	1.120	-347	23.645	240	
30752990	-191	2215	-7768	-23.302	270.230	-947.696	-4	7	7	-0.560	0.980	0.980	-347	23.645	240	
30753993	-180	2205	-7774	-21.960	269.010	-948.428	-5	7	7	-0.700	0.980	0.980	-347	23.645	240	
30754997	-181	2217	-7791	-22.082	270.474	-950.502	-4	7	7	-0.560	0.980	0.980	-347	23.645	208	
30756000	-191	2206	-7775	-23.302	269.132	-948.550	-2	7	8	-0.280	0.980	1.120	-347	23.645	208	
30757003	-166	2206	-7786	-20.252	269.132	-949.892	-4	7	8	-0.560	0.980	1.120	-347	23.645	208	
30758007	-185	2208	-7795	-22.570	269.376	-950.990	-4	6	8	-0.560	0.840	1.120	-347	23.645	208	
30759011	-171	2211	-7797	-20.862	269.742	-951.234	-2	7	8	-0.280	0.980	1.120	-347	23.645	212	
30760014	-170	2195	-7789	-20.740	267.790	-950.258	-2	7	8	-0.280	0.980	1.120	-347	23.645	212	
30761017	-159	2204	-7808	-19.398	268.888	-952.576	-2	7	8	-0.280	0.980	1.120	-347	23.645	212	
30762021	-178	2190	-7808	-21.716	267.180	-952.576	-2	7	7	-0.280	0.980	0.980	-347	23.645	212	
30763025	-162	2196	-7780	-19.764	267.912	-949.160	-3	6	7	-0.420	0.840	0.980	-347	23.645	192	
30764028	-157	2181	-7789	-19.154	266.082	-950.258	-2	7	6	-0.280	0.980	0.840	-347	23.645	192	
30765031	-162	2201	-7775	-19.764	268.522	-948.550	-1	7	6	-0.140	0.980	0.840	-347	23.645	192	
30766035	-157	2178	-7775	-19.154	265.716	-948.550	-1	5	8	-0.140	0.700	1.120	-347	23.645	192	
30767038	-158	2196	-7777	-19.276	267.912	-948.794	-1	6	7	-0.140	0.840	0.980	-347	23.645	240	
30768041	-153	2180	-7781	-18.666	265.960	-949.282	-2	6	7	-0.280	0.840	0.980	-347	23.645	240	
30769045	-151	2179	-7793	-18.422	265.838	-950.746	-1	7	6	-0.140	0.980	0.840	-347	23.645	240	
30770049	-152	2185	-7769	-18.544	266.570	-947.818	-2	8	7	-0.280	1.120	0.980	-347	23.645	240	
30771052	-135	2172	-7768	-16.470	264.984	-947.696	-1	6	6	-0.140	0.840	0.840	-347	23.645	220	
30772055	-134	2158	-7784	-16.348	263.276	-949.648	-2	7	6	-0.280	0.980	0.840	-347	23.645	220	
30773059	-158	2157	-7766	-19.276	263.154	-947.452	-3	7	6	-0.420	0.980	0.840	-347	23.645	220	
30774062	-147	2161	-7785	-17.934	263.642	-949.770	-2	7	5	-0.280	0.980	0.700	-347	23.645	220	
30775065	-142	2168	-7787	-17.324	264.496	-950.014	-1	6	5	-0.140	0.840	0.700	-347	23.645	272	
30776069	-138	2160	-7784	-16.836	263.520	-949.648	-3	6	5	-0.420	0.840	0.700	-347	23.645	272	
30777073	-136	2160	-7791	-16.592	263.520	-950.502	-3	7	5	-0.420	0.980	0.700	-347	23.645	272	
30778076	-131	2165	-7770	-15.982	264.130	-947.940	-4	8	4	-0.560	1.120	0.560	-347	23.645	272	
30779080	-137	2165	-7791	-16.714	264.130	-950.502	-4	8	4	-0.560	1.120	0.560	-347	23.645	256	
30780084	-156	2177	-7788	-19.032	265.594	-950.136	-3	6	4	-0.420	0.840	0.560	-347	23.645	256	
30781087	-151	2179	-7793	-18.422	265.838	-950.746	-4	6	4	-0.560	0.840	0.560	-347	23.645	256	
30782090	-136	2143	-7788	-16.592	261.446	-950.136	-5	4	5	-0.700	0.560	0.700	-347	23.645	256	
30783094	-138	2173	-7779	-16.836	265.106	-949.038	-4	6	4	-0.560	0.840	0.560	-347	23.645	284	
30784098	-148	2181	-7779	-18.056	266.082	-949.038	-4	6	5	-0.560	0.840	0.700	-347	23.645	284	
30785101	-133	2148	-7793	-16.226	262.056	-950.746	-6	5	3	-0.840	0.700	0.420	-347	23.645	284	
30786104	-128	2146	-7794	-15.616	261.812	-950.868	-5	6	3	-0.700	0.840	0.420	-347	23.645	284	
30787108	-136	2176	-7810	-16.592	265.472	-952.820	-5	6	4	-0.700	0.840	0.560	-347	23.645	260	
30788111	-145	2173	-7811	-17.690	265.106	-952.942	-5	5	3	-0.700	0.700	0.420	-347	23.645	260	
30789114	-145	2159	-7814	-17.690	263.398	-953.308	-5	5	3	-0.700	0.700	0.420	-347	23.645	260	
30790118	-140	2184	-7813	-17.080	266.448	-953.186	-5	5	3	-0.700	0.700	0.420	-347	23.645	260	
30791122	-142	2189	-7798	-17.324	267.058	-951.356	-6	6	4	-0.840	0.840	0.560	-347	23.645	232	
30792125	-151	2180	-7801	-18.422	265.960	-951.722	-5	7	2	-0.700	0.980	0.280	-347	23.645	232	
30793128	-141	2186	-7817	-17.202	266.692	-953.674	-7	6	2	-0.980	0.840	0.280	-347	23.645	232	
30794132	-155	2172	-7803	-18.910	264.984	-951.966	-7	6	1	-0.980	0.840	0.140	-347	23.645	232	
30795135	-143	2177	-7804	-17.446	265.594	-952.088	-7	6	2	-0.980	0.840	0.280	-347	23.645	316	
30796138	-165	2179	-7800	-20.130	265.838	-951.600	-7	5	1	-0.980	0.700	0.140	-347	23.645	316	
30797142	-167	2201	-7807	-20.374	268.522	-952.454	-6	6	1	-0.840	0.840	0.140	-347	23.645	316	
30798146	-150	2191	-7830	-18.300	267.302	-955.260	-7	4	0	-0.980	0.560	0.000	-347	23.645	316	
30799149	-154	2201	-7828	-18.788	268.522	-955.016	-7	3	1	-0.980	0.420	0.140	-347	23.645	320	
30800152	-166	2192	-7823	-20.252	267.424	-954.406	-6	4	1	-0.840	0.560	0.140	-347	23.645	320	
30801156	-155	2214	-7820	-18.910	270.108	-954.040	-7	5	0	-0.980	0.700	0.000	-347	23.645	320	
30802160	-167	2205	-7831	-20.374	269.010	-955.382	-7	6	1	-0.980	0.840	0.140	-347	23.645	320	
30803163	-169	2194	-7819	-20.618	267.668	-953.918	-8	6	0	-1.120	0.840	0.000	-347	23.645	328	
30804167	-150	2208	-7830	-18.300	269.376	-955.260	-8	5	-1	-1.120	0.700	-0.140	-347	23.645	328	
30805171	-176	2246	-7829	-21.472	274.012	-955.138	-10	5	-1	-1.400	0.700	-0.140	-347	23.645	328	
30806174	-183	2215	-7841	-22.326	270.230	-956.602	-10	6	-1	-1.400	0.840	-0.140	-347	23.645	328	
30807177	-173	2211	-7813	-21.106	269.742	-953.186	-9	5	-1	-1.260	0.700	-0.140	-347	23.645	236	
30808181	-166	2228	-7829	-20.252	271.816	-955.138	-9	5	-2	-1.260	0.700	-0.280	-347	23.645	236	
30809185	-191	2215	-7835	-23.302	270.230	-955.870	-10	4	-1	-1.400	0.560	-0.140	-347	23.645	236	
30810188	-186	2253	-7824	-22.692	274.866	-954.528	-10	6	-3	-1.400	0.840	-0.420	-347	23.645	236	
30811191	-180	2244	-7827	-21.960	273.768	-954.894	-10	6	-3	-1.400	0.840	-0.420	-347	23.645	232	
30812195	-174	2252	-7798	-21.228	274.744	-951.356	-11	7	-3	-1.540	0.980	-0.420	-347	23.645	232	
30813198	-178	2267	-7827	-21.716	276.574	-954.894	-10	8	-3	-1.400	1.120	-0.420	-347	23.645	232	
30814201	-182	2271	-7820	-22.204	277.062	-954.040	-11	8	-3	-1.540	1.120	-0.420	-347	23.645	232	
30815205	-187	2282	-7812	-22.814	278.404	-953.064	-11	8	-4	-1.540	1.120	-0.560	-347	23.645	320	
30816209	-173	2283	-7826	-21.106	278.526	-954.772	-12	6	-4	-1.680	0.840	-0.560	-347	23.645	320	
30817212	-177	2294	-7825	-21.594	279.868	-954.650	-12	7	-4	-1.680	0.980	-0.560	-347	23.645	320	
30818215	-167	2309	-7837	-20.374	281.698	-956.114	-12	7	-4	-1.680	0.980	-0.560	-347	23.645	320	
30819219	-175	2335	-7817	-21.350	284.870	-953.674	-11	8	-5	-1.540	1.120	-0.700	-347	23.645	312	
30820222	-172	2316	-7813	-20.984	282.552	-953.186	-13	7	-4	-1.820	0.980	-0.560	-347	23.645	312	
30821225	-163	2316	-7828	-19.886	282.552	-955.016	-11	7	-5	-1.540	0.980	-0.700	-347	23.645	312	
30822229	-164	2345	-7829	-20.008	286.090	-955.138	-12	9	-6	-1.680	1.260	-0.840	-347	23.645	312	
30823233	-185	2351	-7817	-22.570	286.822	-953.674	-12	8	-5	-1.680	1.120	-0.700	-347	23.645	344	
30824236	-177	2364	-7787	-21.594	288.408	-950.014	-11	6	-6	-1.540	0.840	-0.840	-347	23.645	344	
30825239	-179	2373	-7819	-21.838	289.506	-953.918	-11	8	-6	-1.540	1.120	-0.840	-347	23.645	344	
30826243	-174	2373	-7812	-21.228	289.506	-953.064	-12	9	-6	-1.680	1.260	-0.840	-347	23.645	344	
30827246	-173	2397	-7806	-21.106	292.434	-952.332	-12	6	-6	-1.680	0.840	-0.840	-347	23.645	256	
30828249	-162	2402	-7803	-19.764	293.044	-951.966	-12	7	-7	-1.680	0.980	-0.980	-347	23.645	256	
30829253	-156	2400	-7817	-19.032	292.800	-953.674	-12	8	-6	-1.680	1.120	-0.840	-347	23.645	256	
30830257	-160	2401	-7794	-19.520	292.922	-950.868	-13	9	-6	-1.820	1.260	-0.840	-347	23.645	256	
30831260	-159	2412	-7781	-19.398	294.264	-949.282	-11	7	-7	-1.540	0.980	-0.980	-347	23.645	292	
30832263	-158	2419	-7801	-19.276	295.118	-951.722	-10	7	-8	-1.400	0.980	-1.120	-347	23.645	292	
30833267	-146	2419	-7757	-17.812	295.118	-946.354	-11	9	-6	-1.540	1.260	-0.840	-347	23.645	292	
30834271	-149	2441	-7759	-18.178	297.802	-946.598	-10	7	-7	-1.400	0.980	-0.980	-347	23.645	292	
30835274	-149	2439	-7780	-18.178	297.558	-949.160	-10	8	-7	-1.400	1.120	-0.980	-347	23.645	248	
30836277	-178	2448	-7764	-21.716	298.656	-947.208	-11	7	-8	-1.540	0.980	-1.120	-347	23.645	248	
30837281	-154	2451	-7766	-18.788	299.022	-947.452	-10	6	-8	-1.400	0.840	-1.120	-347	23.645	248	
30838284	-161	2453	-7765	-19.642	299.266	-947.330	-9	7	-9	-1.260	0.980	-1.260	-347	23.645	248	
30839287	-167	2456	-7755	-20.374	299.632	-946.110	-10	8	-8	-1.400	1.120	-1.120	-347	23.645	336	
30840291	-152	2466	-7753	-18.544	300.852	-945.866	-10	7	-9	-1.400	0.980	-1.260	-347	23.645	336	
30841295	-176	2482	-7763	-21.472	302.804	-947.086	-9	8	-9	-1.260	1.120	-1.260	-347	23.645	336	
30842298	-165	2496	-7769	-20.130	304.512	-947.818	-8	7	-9	-1.120	0.980	-1.260	-347	23.645	336	
30843302	-146	2502	-7737	-17.812	305.244	-943.914	-9	6	-10	-1.260	0.840	-1.400	-347	23.645	332	
30844306	-178	2494	-7744	-21.716	304.268	-944.768	-8	8	-8	-1.120	1.120	-1.120	-347	23.645	332	
30845309	-155	2509	-7755	-18.910	306.098	-946.110	-8	6	-9	-1.120	0.840	-1.260	-351	23.629	332	
30846312	-173	2498	-7739	-21.106	304.756	-944.158	-8	6	-9	-1.120	0.840	-1.260	-351	23.629	332	
30847316	-174	2517	-7741	-21.228	307.074	-944.402	-5	5	-9	-0.700	0.700	-1.260	-351	23.629	240	
30848320	-192	2546	-7761	-23.424	310.612	-946.842	-6	5	-9	-0.840	0.700	-1.260	-351	23.629	240	
30849323	-174	2549	-7746	-21.228	310.978	-945.012	-5	7	-9	-0.700	0.980	-1.260	-351	23.629	240	
30850326	-185	2542	-7732	-22.570	310.124	-943.304	-5	7	-8	-0.700	0.980	-1.120	-351	23.629	240	
30851330	-198	2557	-7727	-24.156	311.954	-942.694	-5	6	-9	-0.700	0.840	-1.260	-351	23.629	224	
30852333	-179	2545	-7726	-21.838	310.490	-942.572	-4	8	-8	-0.560	1.120	-1.120	-351	23.629	224	
30853336	-205	2555	-7713	-25.010	311.710	-940.986	-3	7	-9	-0.420	0.980	-1.260	-351	23.629	224	
30854340	-197	2551	-7726	-24.034	311.222	-942.572	-3	7	-9	-0.420	0.980	-1.260	-351	23.629	224	
30855344	-211	2552	-7710	-25.742	311.344	-940.620	-2	8	-8	-0.280	1.120	-1.120	-351	23.629	240	
30856347	-232	2566	-7733	-28.304	313.052	-943.426	-1	8	-8	-0.140	1.120	-1.120	-351	23.629	240	
30857350	-224	2555	-7721	-27.328	311.710	-941.962	1	7	-8	0.140	0.980	-1.120	-351	23.629	240	
30858354	-200	2563	-7725	-24.400	312.686	-942.450	2	7	-7	0.280	0.980	-0.980	-351	23.629	240	
30859357	-227	2580	-7737	-27.694	314.760	-943.914	2	9	-7	0.280	1.260	-0.980	-351	23.629	268	
30860360	-225	2579	-7736	-27.450	314.638	-943.792	2	7	-8	0.280	0.980	-1.120	-351	23.629	268	
30861364	-231	2603	-7737	-28.182	317.566	-943.914	4	8	-8	0.560	1.120	-1.120	-347	23.645	268	
30862368	-238	2574	-7738	-29.036	314.028	-944.036	5	8	-6	0.700	1.120	-0.840	-347	23.645	268	
30863371	-231	2575	-7725	-28.182	314.150	-942.450	5	9	-7	0.700	1.260	-0.980	-347	23.645	220	
30864374	-221	2583	-7732	-26.962	315.126	-943.304	7	11	-7	0.980	1.540	-0.980	-347	23.645	220	
30865378	-242	2581	-7731	-29.524	314.882	-943.182	9	11	-7	1.260	1.540	-0.980	-347	23.645	220	
30866382	-227	2580	-7726	-27.694	314.760	-942.572	10	11	-7	1.400	1.540	-0.980	-347	23.645	220	
30867385	-218	2557	-7730	-26.596	311.954	-943.060	9	12	-5	1.260	1.680	-0.700	-347	23.645	240	
30868389	-222	2577	-7720	-27.084	314.394	-941.840	11	12	-6	1.540	1.680	-0.840	-347	23.645	240	
30869393	-227	2565	-7720	-27.694	312.930	-941.840	12	11	-6	1.680	1.540	-0.840	-347	23.645	240	
30870396	-225	2572	-7725	-27.450	313.784	-942.450	13	11	-5	1.820	1.540	-0.700	-347	23.645	240	
30871399	-211	2565	-7712	-25.742	312.930	-940.864	14	11	-6	1.960	1.540	-0.840	-347	23.645	244	
30872403	-221	2560	-7717	-26.962	312.320	-941.474	16	13	-5	2.240	1.820	-0.700	-347	23.645	244	
30873407	-202	2554	-7722	-24.644	311.588	-942.084	18	14	-4	2.520	1.960	-0.560	-347	23.645	244	
30874410	-208	2548	-7732	-25.376	310.856	-943.304	18	13	-5	2.520	1.820	-0.700	-347	23.645	244	
30875413	-215	2560	-7720	-26.230	312.320	-941.840	17	13	-4	2.380	1.820	-0.560	-347	23.645	248	
30876417	-197	2536	-7700	-24.034	309.392	-939.400	20	12	-5	2.800	1.680	-0.700	-347	23.645	248	
30877420	-194	2537	-7709	-23.668	309.514	-940.498	20	13	-5	2.800	1.820	-0.700	-347	23.645	248	
30878423	-190	2537	-7715	-23.180	309.514	-941.230	21	14	-4	2.940	1.960	-0.560	-347	23.645	248	
30879427	-174	2541	-7709	-21.228	310.002	-940.498	23	13	-4	3.220	1.820	-0.560	-347	23.645	260	
30880431	-159	2530	-7718	-19.398	308.660	-941.596	24	12	-5	3.360	1.680	-0.700	-347	23.645	260	
30881434	-172	2519	-7712	-20.984	307.318	-940.864	25	14	-4	3.500	1.960	-0.560	-347	23.645	260	
30882437	-139	2496	-7720	-16.958	304.512	-941.840	26	14	-3	3.640	1.960	-0.420	-347	23.645	260	
30883441	-146	2500	-7709	-17.812	305.000	-940.498	26	13	-3	3.640	1.820	-0.420	-347	23.645	232	
30884444	-129	2499	-7721	-15.738	304.878	-941.962	25	12	-4	3.500	1.680	-0.560	-347	23.645	232	
30885447	-117	2474	-7693	-14.274	301.828	-938.546	29	14	-3	4.060	1.960	-0.420	-347	23.645	232	
30886451	-106	2491	-7716	-12.932	303.902	-941.352	30	14	-3	4.200	1.960	-0.420	-347	23.645	232	
30887455	-102	2457	-7703	-12.444	299.754	-939.766	29	12	-2	4.060	1.680	-0.280	-347	23.645	248	
30888458	-105	2447	-7718	-12.810	298.534	-941.596	30	13	-2	4.200	1.820	-0.280	-347	23.645	248	
30889461	-86	2440	-7718	-10.492	297.680	-941.596	32	12	-2	4.480	1.680	-0.280	-347	23.645	248	
30890465	-88	2445	-7714	-10.736	298.290	-941.108	33	12	0	4.620	1.680	0.000	-347	23.645	248	
30891468	-80	2430	-7714	-9.760	296.460	-941.108	33	11	0	4.620	1.540	0.000	-347	23.645	212	
30892471	-61	2420	-7712	-7.442	295.240	-940.864	35	11	1	4.900	1.540	0.140	-347	23.645	212	
30893475	-51	2426	-7683	-6.222	295.972	-937.326	37	10	0	5.180	1.400	0.000	-338	23.680	212	
30894479	-40	2390	-7707	-4.880	291.580	-940.254	36	11	0	5.040	1.540	0.000	-338	23.680	212	
30895482	-38	2370	-7734	-4.636	289.140	-943.548	36	11	1	5.040	1.540	0.140	-338	23.680	232	
30896485	-29	2387	-7721	-3.538	291.214	-941.962	38	10	0	5.320	1.400	0.000	-338	23.680	232	
30897489	-19	2372	-7721	-2.318	289.384	-941.962	37	10	2	5.180	1.400	0.280	-338	23.680	232	
30898493	-20	2356	-7724	-2.440	287.432	-942.328	38	10	2	5.320	1.400	0.280	-338	23.680	232	
30899496	-6	2350	-7739	-0.732	286.700	-944.158	39	8	2	5.460	1.120	0.280	-338	23.680	212	
30900500	-15	2342	-7734	-1.830	285.724	-943.548	40	6	2	5.600	0.840	0.280	-338	23.680	212	
30901504	-7	2322	-7723	-0.854	283.284	-942.206	41	7	3	5.740	0.980	0.420	-338	23.680	212	
30902507	1	2310	-7745	0.122	281.820	-944.890	42	6	4	5.880	0.840	0.560	-338	23.680	212	
30903510	25	2298	-7730	3.050	280.356	-943.060	41	6	4	5.740	0.840	0.560	-338	23.680	232	
30904514	12	2260	-7734	1.464	275.720	-943.548	41	5	4	5.740	0.700	0.560	-338	23.680	232	
30905518	20	2287	-7759	2.440	279.014	-946.598	39	5	4	5.460	0.700	0.560	-338	23.680	232	
30906521	32	2253	-7735	3.904	274.866	-943.670	41	3	4	5.740	0.420	0.560	-338	23.680	232	
30907524	28	2250	-7741	3.416	274.500	-944.402	42	2	4	5.880	0.280	0.560	-338	23.680	228	
30908528	16	2223	-7754	1.952	271.206	-945.988	42	2	6	5.880	0.280	0.840	-338	23.680	228	
30909531	26	2236	-7758	3.172	272.792	-946.476	41	0	6	5.740	0.000	0.840	-347	23.645	228	
30910534	16	2205	-7745	1.952	269.010	-944.890	42	-1	5	5.880	-0.140	0.700	-347	23.645	228	
30911538	2	2198	-7753	0.244	268.156	-945.866	41	-1	6	5.740	-0.140	0.840	-347	23.645	284	
30912542	-12	2190	-7743	-1.464	267.180	-944.646	40	-1	6	5.600	-0.140	0.840	-347	23.645	284	
30913545	-3	2163	-7776	-0.366	263.886	-948.672	40	-2	6	5.600	-0.280	0.840	-347	23.645	284	
30914548	-7	2167	-7773	-0.854	264.374	-948.306	40	-2	8	5.600	-0.280	1.120	-347	23.645	284	
30915552	0	2134	-7769	0.000	260.348	-947.818	40	-2	7	5.600	-0.280	0.980	-347	23.645	208	
30916555	-5	2131	-7763	-0.610	259.982	-947.086	40	-4	8	5.600	-0.560	1.120	-347	23.645	208	
30917558	-21	2125	-7756	-2.562	259.250	-946.232	39	-5	8	5.460	-0.700	1.120	-347	23.645	208	
30918562	-10	2117	-7780	-1.220	258.274	-949.160	39	-5	8	5.460	-0.700	1.120	-347	23.645	208	
30919566	-21	2111	-7762	-2.562	257.542	-946.964	39	-5	8	5.460	-0.700	1.120	-347	23.645	192	
30920569	-28	2114	-7769	-3.416	257.908	-947.818	37	-6	8	5.180	-0.840	1.120	-347	23.645	192	
30921572	-42	2094	-7768	-5.124	255.468	-947.696	38	-7	8	5.320	-0.980	1.120	-347	23.645	192	
30922576	-46	2085	-7783	-5.612	254.370	-949.526	36	-6	9	5.040	-0.840	1.260	-347	23.645	192	
30923579	-55	2083	-7774	-6.710	254.126	-948.428	38	-10	10	5.320	-1.400	1.400	-347	23.645	188	
